exp_id,dataset,architecture,partition,seed,method,alpha,run_id,BA,ASR,ASR_before,asr_reduction,cf0_available,cf0_BA,cf0_ASR,history_rounds,history_every,global_u_norm,global_dm_norm,global_cos_u_negdm,global_rho,global_resid_frac,global_cos_u_dr,global_cos_u_d,global_d_norm,global_rel_dist_cf,stem_u_norm,stem_dm_norm,stem_cos_u_negdm,stem_rho,stem_resid_frac,stem_energy,stem_cos_u_dr,stem_cos_u_d,stem_d_norm,stem_rel_dist_cf,layer1_u_norm,layer1_dm_norm,layer1_cos_u_negdm,layer1_rho,layer1_resid_frac,layer1_energy,layer1_cos_u_dr,layer1_cos_u_d,layer1_d_norm,layer1_rel_dist_cf,layer2_u_norm,layer2_dm_norm,layer2_cos_u_negdm,layer2_rho,layer2_resid_frac,layer2_energy,layer2_cos_u_dr,layer2_cos_u_d,layer2_d_norm,layer2_rel_dist_cf,layer3_u_norm,layer3_dm_norm,layer3_cos_u_negdm,layer3_rho,layer3_resid_frac,layer3_energy,layer3_cos_u_dr,layer3_cos_u_d,layer3_d_norm,layer3_rel_dist_cf,layer4_u_norm,layer4_dm_norm,layer4_cos_u_negdm,layer4_rho,layer4_resid_frac,layer4_energy,layer4_cos_u_dr,layer4_cos_u_d,layer4_d_norm,layer4_rel_dist_cf,fc_u_norm,fc_dm_norm,fc_cos_u_negdm,fc_rho,fc_resid_frac,fc_energy,fc_cos_u_dr,fc_cos_u_d,fc_d_norm,fc_rel_dist_cf
cifar10_iid_resnet18,cifar10,resnet18,iid,2,short_retrain,1.0,cifar10_iid_resnet18/seed2/short_retrain_alpha1.00,0.7812,0.83,0.8617777777777778,0.031777777777777794,True,0.7851,0.029222222222222222,15,2,6.98248815536499,5.851316928863525,-0.014879961498081684,-0.01762079820036888,0.9998955130577087,0.36182987689971924,-0.23034559190273285,38.401695251464844,1.056931495666504,0.5908694863319397,0.8065312504768372,-0.1082385703921318,-0.07929617166519165,0.9941249489784241,0.007106202963514992,0.6731926202774048,-0.1538056582212448,4.906581401824951,1.0254493951797485,1.3849862813949585,1.704619288444519,-0.03856397792696953,-0.03133266791701317,0.9992567896842957,0.03904334468920106,0.4667084813117981,-0.28050774335861206,13.753543853759766,1.032781720161438,2.415692090988159,1.997704267501831,-0.03512148931622505,-0.04246866703033447,0.9993792772293091,0.11878234795635532,0.43110913038253784,-0.2677990794181824,16.102737426757812,1.0501667261123657,4.685871601104736,3.265807628631592,0.006008544936776161,0.008616851642727852,0.9999805688858032,0.4470944316131456,0.3440210223197937,-0.22542600333690643,21.064165115356445,1.0722943544387817,4.315191745758057,3.298924446105957,-0.03697455674409866,-0.04823374003171921,0.9993165731430054,0.3811263024786363,0.33858156204223633,-0.2273099720478058,22.16077995300293,1.0609180927276611,0.5802076458930969,2.3175933361053467,0.10305121541023254,0.02579878456890583,0.9946756958961487,0.006852060553852452,0.7177312970161438,-0.30635836720466614,8.836774826049805,1.022027611732483
cifar10_iid_resnet18,cifar10,resnet18,iid,2,federaser,1.0,cifar10_iid_resnet18/seed2/federaser_alpha1.00,0.3081,0.0023333333333333335,0.8617777777777778,0.8594444444444445,True,0.7851,0.029222222222222222,15,2,30.727724075317383,5.851316928863525,0.26173266768455505,1.3639609813690186,0.9653398394584656,-0.4956190288066864,0.42556846141815186,38.401695251464844,0.9813500046730042,3.3754496574401855,0.8065312504768372,0.4155479967594147,1.7391276359558105,0.9095711708068848,0.011990347478412568,-0.735593318939209,0.33365049958229065,4.906581401824951,1.0070756673812866,8.801864624023438,1.704619288444519,0.3518081307411194,1.8165634870529175,0.9360737800598145,0.08153062577941012,-0.5566872358322144,0.45023638010025024,13.753543853759766,0.9128486514091492,12.192239761352539,1.997704267501831,0.27591660618782043,1.6838966608047485,0.9611882567405701,0.1564414803709888,-0.5325271487236023,0.43191802501678467,16.102737426757812,0.9587766528129578,18.958799362182617,3.265807628631592,0.21638554334640503,1.2555326223373413,0.9763378500938416,0.37840990219778,-0.4420955181121826,0.3965805768966675,21.064165115356445,1.047158122062683,17.988025665283203,3.298924446105957,0.26478978991508484,1.4399008750915527,0.964497447013855,0.3420067488124383,-0.49655282497406006,0.44264522194862366,22.16077995300293,0.9710361957550049,5.305710315704346,2.3175933361053467,0.39183521270751953,0.8970356583595276,0.920035719871521,0.029624824527343867,-0.597994863986969,0.4802230894565582,8.836774826049805,0.8853420615196228
cifar10_iid_resnet18,cifar10,resnet18,iid,2,grad_negation,1.0,cifar10_iid_resnet18/seed2/grad_negation_alpha1.00,0.7795,0.46455555555555555,0.8617777777777778,0.3972222222222222,True,0.7851,0.029222222222222222,15,2,6.843952178955078,5.851316928863525,-0.005601765587925911,-0.006501978263258934,0.9999872446060181,0.36104607582092285,-0.2276073843240738,38.401695251464844,1.0550624132156372,0.6068546175956726,0.8065312504768372,-0.1383049339056015,-0.10406410694122314,0.9903896450996399,0.0077996913191872,0.6530485153198242,-0.17052288353443146,4.906581401824951,1.028337836265564,1.3533780574798584,1.704619288444519,-0.04375502094626427,-0.03473898023366928,0.9990418553352356,0.03879250212280862,0.4634183645248413,-0.2830635905265808,13.753543853759766,1.032177448272705,2.38498854637146,1.997704267501831,-0.03147106245160103,-0.03757091611623764,0.9995033740997314,0.12047482239908479,0.41445407271385193,-0.25888174772262573,16.102737426757812,1.0481480360031128,4.590636253356934,3.265807628631592,0.011373714543879032,0.01597953401505947,0.999936044216156,0.4464910034118443,0.33867359161376953,-0.2213740050792694,21.064165115356445,1.0695878267288208,4.215725898742676,3.298924446105957,-0.029177475720643997,-0.03718501329421997,0.9995874762535095,0.37850021046304294,0.3428523540496826,-0.22670741379261017,22.16077995300293,1.0590448379516602,0.6125567555427551,2.3175933361053467,0.2321094572544098,0.06134820729494095,0.9726898670196533,0.007946958011209076,0.7514449954032898,-0.2797738015651703,8.836774826049805,1.0215635299682617
cifar10_iid_resnet18,cifar10,resnet18,iid,2,full_retrain,1.0,cifar10_iid_resnet18/seed2/full_retrain_alpha1.00,0.7754,0.03222222222222222,0.8617777777777778,0.8295555555555555,True,0.7851,0.029222222222222222,15,2,72.71331024169922,5.851316928863525,0.13377626240253448,1.6497060060501099,0.9910880327224731,-0.360632061958313,0.24443885684013367,38.401695251464844,1.9151376485824585,13.001583099365234,0.8065312504768372,0.28903988003730774,4.659428596496582,0.957317054271698,0.03180458213100281,-0.540131688117981,0.10863341391086578,4.906581401824951,2.7287094593048096,20.63019561767578,1.704619288444519,0.19594720005989075,2.371441602706909,0.9806150197982788,0.0800765908658709,-0.46103522181510925,0.2989250719547272,13.753543853759766,1.534018635749817,27.849830627441406,1.997704267501831,0.14232078194618225,1.9840152263641357,0.9898232817649841,0.14593453809837476,-0.40164002776145935,0.2678987383842468,16.102737426757812,1.7505900859832764,37.742332458496094,3.265807628631592,0.10668766498565674,1.2323437929153442,0.9942957758903503,0.26809074506366953,-0.36118826270103455,0.2557760775089264,21.064165115356445,1.814995527267456,48.4931526184082,3.298924446105957,0.1213703528046608,1.779266119003296,0.9926497936248779,0.44336198715492997,-0.28821349143981934,0.21661919355392456,22.16077995300293,2.2005531787872314,12.78100872039795,2.3175933361053467,0.2198171615600586,1.2122422456741333,0.9755410552024841,0.030734585479613896,-0.524233341217041,0.30571451783180237,8.836774826049805,1.4857900142669678
cifar10_iid_resnet18,cifar10,resnet18,iid,2,fine_pruning,1.0,cifar10_iid_resnet18/seed2/fine_pruning_alpha1.00,0.7873,0.8294444444444444,0.8617777777777778,0.032333333333333325,True,0.7851,0.029222222222222222,15,2,7.433825492858887,5.851316928863525,0.01012011431157589,0.012758845463395119,0.999947190284729,0.30792707204818726,-0.19959679245948792,38.401695251464844,1.0559438467025757,0.5844917893409729,0.8065312504768372,-0.14944401383399963,-0.10830178111791611,0.9887700080871582,0.006142482101998376,0.6341477632522583,-0.17982886731624603,4.906581401824951,1.0281219482421875,1.335731029510498,1.704619288444519,-0.04336714744567871,-0.03398207947611809,0.9990591406822205,0.03207950155831614,0.4687991738319397,-0.2826957106590271,13.753543853759766,1.031672477722168,2.359683036804199,1.997704267501831,-0.03630836308002472,-0.04288589209318161,0.9993389844894409,0.10011791967538738,0.4226570427417755,-0.26706796884536743,16.102737426757812,1.048685908317566,4.625667095184326,3.265807628631592,0.008995343931019306,0.012734475545585155,0.9999598860740662,0.38485295449058426,0.33666515350341797,-0.22083896398544312,21.064165115356445,1.0701589584350586,4.317284107208252,3.298924446105957,-0.05525057017803192,-0.07210996001958847,0.9983881115913391,0.3366487560906018,0.31155267357826233,-0.2258196473121643,22.16077995300293,1.0606690645217896,2.7920570373535156,2.3175933361053467,0.22123223543167114,0.26652342081069946,0.9752209186553955,0.14016372950594794,-0.005429790820926428,0.0810851976275444,8.836774826049805,1.0240072011947632
cifar10_iid_resnet18,cifar10,resnet18,iid,3,short_retrain,1.0,cifar10_iid_resnet18/seed3/short_retrain_alpha1.00,0.7513,0.7144444444444444,0.942,0.2275555555555555,True,0.7706,0.027444444444444445,15,2,7.166587829589844,5.971182346343994,-0.027684317901730537,-0.03290547803044319,0.9996172189712524,0.3546788990497589,-0.22336050868034363,37.6713752746582,1.0589498281478882,0.6571962237358093,1.3201757669448853,-0.12290641665458679,-0.06118398904800415,0.9924183487892151,0.008346982726843796,0.5593963861465454,-0.15656058490276337,4.054727077484131,1.0377964973449707,1.5031509399414062,2.2394051551818848,-0.07944507151842117,-0.05332544818520546,0.996839165687561,0.043666260579163105,0.4063180685043335,-0.253310889005661,13.200339317321777,1.0347263813018799,2.511176824569702,2.0866289138793945,-0.05161508917808533,-0.062114618718624115,0.9986705183982849,0.12187472354103389,0.4029844403266907,-0.2520206570625305,15.803133010864258,1.0513505935668945,4.906126976013184,3.1377856731414795,-0.0032968332525342703,-0.005152506288141012,0.9999987483024597,0.46532917047565686,0.35055363178253174,-0.22727501392364502,21.1553955078125,1.07667076587677,4.260925769805908,3.1835596561431885,-0.045936960726976395,-0.06129732355475426,0.9989510774612427,0.3528186281737489,0.3358207643032074,-0.2104640156030655,21.748687744140625,1.0585227012634277,0.6421361565589905,2.2080271244049072,0.09430204331874847,0.027424834668636322,0.9955436587333679,0.007968811051355017,0.7339311242103577,-0.33123672008514404,8.29514217376709,1.0282388925552368
cifar10_iid_resnet18,cifar10,resnet18,iid,3,federaser,1.0,cifar10_iid_resnet18/seed3/federaser_alpha1.00,0.2204,0.028777777777777777,0.942,0.9132222222222222,True,0.7706,0.027444444444444445,15,2,29.439245223999023,5.971182346343994,0.2771490216255188,1.35319983959198,0.9611533880233765,-0.5214624404907227,0.44747138023376465,37.6713752746582,0.957133948802948,3.7533199787139893,1.3201757669448853,0.3392691910266876,0.9645575881004333,0.940689206123352,0.016134279314426223,-0.6541450619697571,0.3735950291156769,4.054727077484131,1.0794481039047241,9.881328582763672,2.2394051551818848,0.3077089488506317,1.3577518463134766,0.9514781832695007,0.11182793785975804,-0.5436804890632629,0.4620700478553772,13.200339317321777,0.9319726824760437,11.834932327270508,2.0866289138793945,0.2757762372493744,1.5640925168991089,0.9612264633178711,0.16042227408746654,-0.5524969696998596,0.45865872502326965,15.803133010864258,0.9348201155662537,18.094449996948242,3.1377856731414795,0.2381071001291275,1.3724623918533325,0.9712719917297363,0.37511862613460273,-0.4847666323184967,0.4375210702419281,21.1553955078125,0.9916694760322571,16.214351654052734,3.1835596561431885,0.2933940291404724,1.4897937774658203,0.9563891887664795,0.3021018635697393,-0.5164064168930054,0.43482834100723267,21.748687744140625,0.953467071056366,5.480513095855713,2.2080271244049072,0.392941415309906,0.9753147959709167,0.919563353061676,0.03440020281084521,-0.6329100131988525,0.5212092995643616,8.29514217376709,0.8647517561912537
cifar10_iid_resnet18,cifar10,resnet18,iid,3,grad_negation,1.0,cifar10_iid_resnet18/seed3/grad_negation_alpha1.00,0.7823,0.393,0.942,0.5489999999999999,True,0.7706,0.027444444444444445,15,2,7.169156074523926,5.971182346343994,-0.027276568114757538,-0.032432444393634796,0.9996210932731628,0.3630141615867615,-0.2261759340763092,37.6713752746582,1.0594662427902222,0.7939776182174683,1.3201757669448853,-0.1862306147813797,-0.11200243979692459,0.9825061559677124,0.012174062721694719,0.5447304248809814,-0.14698094129562378,4.054727077484131,1.0468552112579346,1.648464560508728,2.2394051551818848,-0.09463252127170563,-0.0696602389216423,0.9955130219459534,0.052478284507392954,0.38070499897003174,-0.2343929558992386,13.200339317321777,1.036405324935913,2.5391342639923096,2.0866289138793945,-0.03767554089426994,-0.04584426060318947,0.9992921948432922,0.12451095480392886,0.400413453578949,-0.24872298538684845,15.803133010864258,1.051542043685913,4.854589462280273,3.1377856731414795,0.0002829157456289977,0.0004375144199002534,0.9999997019767761,0.4552664904036345,0.36041969060897827,-0.2329290360212326,21.1553955078125,1.0768353939056396,4.2282562255859375,3.1835596561431885,-0.04392034932971001,-0.058157049119472504,0.9990426898002625,0.3471434854258859,0.3455061614513397,-0.21496611833572388,21.748687744140625,1.0587652921676636,0.6607600450515747,2.2080271244049072,0.1119934543967247,0.03351445496082306,0.9937092065811157,0.008431537033653765,0.7448669672012329,-0.33565089106559753,8.29514217376709,1.0294748544692993
cifar10_iid_resnet18,cifar10,resnet18,iid,3,full_retrain,1.0,cifar10_iid_resnet18/seed3/full_retrain_alpha1.00,0.7712,0.031,0.942,0.9109999999999999,True,0.7706,0.027444444444444445,15,2,72.61253356933594,5.971182346343994,0.13835933804512024,1.6662570238113403,0.9904603958129883,-0.3595110774040222,0.23675887286663055,37.6713752746582,1.9522650241851807,12.91678237915039,1.3201757669448853,0.2133193463087082,2.0871458053588867,0.9769825339317322,0.0314757748801379,-0.5381099581718445,0.15139654278755188,4.054727077484131,3.19116473197937,20.730321884155273,2.2394051551818848,0.1829492449760437,1.6935638189315796,0.9831224083900452,0.08107405501276367,-0.4715902805328369,0.30321526527404785,13.200339317321777,1.5855351686477661,27.89634132385254,2.0866289138793945,0.1371336281299591,1.833289384841919,0.9905537366867065,0.1468173534388228,-0.3926154375076294,0.2538786232471466,15.803133010864258,1.794377326965332,38.16360092163086,3.1377856731414795,0.12206108868122101,1.48391592502594,0.9925365447998047,0.2748520883936046,-0.36523622274398804,0.2593868374824524,21.1553955078125,1.8217467069625854,47.87675094604492,3.1835596561431885,0.12142105400562286,1.8205136060714722,0.9926482439041138,0.4333098927320749,-0.2750103771686554,0.19222445785999298,21.748687744140625,2.2364253997802734,13.120036125183105,2.2080271244049072,0.23312370479106903,1.385215163230896,0.9724473357200623,0.03247416037571777,-0.5461249947547913,0.32373473048210144,8.29514217376709,1.5740246772766113
cifar10_iid_resnet18,cifar10,resnet18,iid,3,fine_pruning,1.0,cifar10_iid_resnet18/seed3/fine_pruning_alpha1.00,0.7775,0.5532222222222222,0.942,0.3887777777777778,True,0.7706,0.027444444444444445,15,2,7.780279636383057,5.971182346343994,-0.0006223389063961804,-0.0008030527969822288,0.999999463558197,0.29940927028656006,-0.19117453694343567,37.6713752746582,1.0591312646865845,0.6938092708587646,1.3201757669448853,-0.1659640371799469,-0.08722124248743057,0.9861318469047546,0.007906910183991986,0.5807662010192871,-0.16141565144062042,4.054727077484131,1.0414024591445923,1.515869379043579,2.2394051551818848,-0.08341918140649796,-0.0564667284488678,0.9965147376060486,0.037744371112685395,0.40628498792648315,-0.25581926107406616,13.200339317321777,1.0353459119796753,2.5043742656707764,2.0866289138793945,-0.03555510193109512,-0.042671799659729004,0.9993672966957092,0.10302470844239735,0.3983239531517029,-0.24205096065998077,15.803133010864258,1.0496764183044434,4.88514518737793,3.1377856731414795,-0.0004399826575536281,-0.0006846928154118359,1.000000238418579,0.392122935104474,0.3468998670578003,-0.22548677027225494,21.1553955078125,1.0758616924285889,4.254323959350586,3.1835596561431885,-0.057992611080408096,-0.07726423442363739,0.9982516169548035,0.29847107156825725,0.32238948345184326,-0.2115645408630371,21.748687744140625,1.058591365814209,3.128185749053955,2.2080271244049072,0.20041227340698242,0.28393086791038513,0.9797120094299316,0.16073548922814948,-0.0521627701818943,0.07704541832208633,8.29514217376709,1.0412030220031738
cifar10_iid_resnet18,cifar10,resnet18,iid,4,short_retrain,1.0,cifar10_iid_resnet18/seed4/short_retrain_alpha1.00,0.7639,0.7413333333333333,0.9337777777777778,0.19244444444444453,True,0.7921,0.022444444444444444,15,2,7.159060478210449,5.7945990562438965,-0.02014627307653427,-0.02471599169075489,0.9997945427894592,0.36158791184425354,-0.2378680557012558,38.05134201049805,1.06078040599823,0.7429670691490173,0.764811635017395,-0.2664557695388794,-0.2588452398777008,0.963847279548645,0.01069360259936143,0.4898316562175751,-0.23257535696029663,4.8951826095581055,1.0457699298858643,1.4891806840896606,1.6727734804153442,-0.10139168053865433,-0.09026312828063965,0.9948481321334839,0.042961724007586584,0.450573593378067,-0.28079161047935486,13.470714569091797,1.0364885330200195,2.436685562133789,2.0256874561309814,-0.04995882138609886,-0.06009305268526077,0.9987485408782959,0.11502661141896653,0.419001042842865,-0.2571812570095062,16.57892417907715,1.0474740266799927,4.755646228790283,3.0954713821411133,0.001931520295329392,0.0029661492444574833,0.9999951124191284,0.4382657572522768,0.35278624296188354,-0.23110489547252655,21.09972381591797,1.0747039318084717,4.449522495269775,3.413954257965088,-0.030422918498516083,-0.03953738510608673,0.9995478391647339,0.38564328357271416,0.3403938412666321,-0.24247485399246216,21.47212791442871,1.069212794303894,0.6186085939407349,2.2478227615356445,0.1787349432706833,0.04918849095702171,0.9838970303535461,0.0074133858725955225,0.7540820837020874,-0.2991361916065216,8.505873680114746,1.0241093635559082
cifar10_iid_resnet18,cifar10,resnet18,iid,4,federaser,1.0,cifar10_iid_resnet18/seed4/federaser_alpha1.00,0.1247,0.010222222222222223,0.9337777777777778,0.9235555555555556,True,0.7921,0.022444444444444444,15,2,30.553800582885742,5.7945990562438965,0.2750382423400879,1.4400767087936401,0.9616501927375793,-0.5362678170204163,0.45438894629478455,38.05134201049805,0.9587065577507019,3.721919298171997,0.764811635017395,0.4973830282688141,2.4204907417297363,0.8675310015678406,0.014743916078457918,-0.6985397934913635,0.3184130787849426,4.8951826095581055,1.0458955764770508,9.57323932647705,1.6727734804153442,0.3560560345649719,2.037689208984375,0.9344642758369446,0.09754363948511682,-0.5995835661888123,0.4715186655521393,13.470714569091797,0.9137099385261536,12.213323593139648,2.0256874561309814,0.2810561954975128,1.6944924592971802,0.9596977233886719,0.15876814419576724,-0.5839943289756775,0.45659518241882324,16.57892417907715,0.9327356219291687,18.415271759033203,3.0954713821411133,0.2244109809398651,1.3344627618789673,0.9745203852653503,0.36106881366757726,-0.5009442567825317,0.43442168831825256,21.09972381591797,1.0018583536148071,17.731142044067383,3.413954257965088,0.2835172414779663,1.4682832956314087,0.9591920375823975,0.33604206233904055,-0.5241007208824158,0.4715298116207123,21.47212791442871,0.9517056941986084,5.469289779663086,2.2478227615356445,0.37978318333625793,0.9240696430206299,0.9250752925872803,0.03183763356500495,-0.5682893395423889,0.4491865038871765,8.505873680114746,0.9142186641693115
cifar10_iid_resnet18,cifar10,resnet18,iid,4,grad_negation,1.0,cifar10_iid_resnet18/seed4/grad_negation_alpha1.00,0.7397,0.3241111111111111,0.9337777777777778,0.6096666666666667,True,0.7921,0.022444444444444444,15,2,7.271244525909424,5.7945990562438965,-0.018122542649507523,-0.02258162386715412,0.9998433589935303,0.3673464357852936,-0.23541362583637238,38.05134201049805,1.0615217685699463,0.6540530323982239,0.764811635017395,-0.2598733901977539,-0.22223901748657227,0.9656426310539246,0.008035356816320447,0.6849205493927002,-0.2116895467042923,4.8951826095581055,1.0365427732467651,1.4566657543182373,1.6727734804153442,-0.11332905292510986,-0.09868741780519485,0.9935578107833862,0.039856685193956146,0.45910781621932983,-0.2949792742729187,13.470714569091797,1.0370591878890991,2.4949114322662354,2.0256874561309814,-0.051987819373607635,-0.06402791291475296,0.998645007610321,0.11692423826614952,0.42427951097488403,-0.258019357919693,16.57892417907715,1.0489510297775269,4.837353229522705,3.0954713821411133,0.005517343990504742,0.008618309162557125,0.9999808669090271,0.43967640418200354,0.3559340536594391,-0.2316092997789383,21.09972381591797,1.07646644115448,4.533984184265137,3.413954257965088,-0.038583893328905106,-0.051095157861709595,0.9992488026618958,0.3882091489030875,0.34482112526893616,-0.23698408901691437,21.47212791442871,1.0697872638702393,0.6235061883926392,2.2478227615356445,0.2996193766593933,0.08310913294553757,0.9540588855743408,0.007302318081698253,0.7409155964851379,-0.24228684604167938,8.505873680114746,1.0202420949935913
cifar10_iid_resnet18,cifar10,resnet18,iid,4,full_retrain,1.0,cifar10_iid_resnet18/seed4/full_retrain_alpha1.00,0.7749,0.02588888888888889,0.9337777777777778,0.907888888888889,True,0.7921,0.022444444444444444,15,2,72.65293884277344,5.7945990562438965,0.13884545862674713,1.7286702394485474,0.9903637170791626,-0.3620077669620514,0.24902568757534027,38.05134201049805,1.9243102073669434,12.831872940063477,0.764811635017395,0.29175475239753723,4.8950090408325195,0.956493079662323,0.031030665168462403,-0.5142455697059631,0.1838400959968567,4.8951826095581055,2.628220558166504,20.795665740966797,1.6727734804153442,0.22329378128051758,2.775940179824829,0.974751353263855,0.08150027302260594,-0.47595441341400146,0.31320837140083313,13.470714569091797,1.5544109344482422,27.725637435913086,2.0256874561309814,0.1463596075773239,2.0031588077545166,0.9892332553863525,0.14487339094260618,-0.3963453769683838,0.25276979804039,16.57892417907715,1.717939853668213,37.743595123291016,3.0954713821411133,0.11567609757184982,1.409844160079956,0.9932860136032104,0.26854947975712673,-0.3690425157546997,0.25961342453956604,21.09972381591797,1.8086771965026855,48.47346496582031,3.413954257965088,0.12084639072418213,1.71092689037323,0.992712140083313,0.4437359025739029,-0.2859983444213867,0.22546544671058655,21.47212791442871,2.2541189193725586,12.682683944702148,2.2478227615356445,0.21358339488506317,1.2050822973251343,0.9769248962402344,0.030313313684662294,-0.531603991985321,0.2924085557460785,8.505873680114746,1.5333750247955322
cifar10_iid_resnet18,cifar10,resnet18,iid,4,fine_pruning,1.0,cifar10_iid_resnet18/seed4/fine_pruning_alpha1.00,0.7738,0.6076666666666667,0.9337777777777778,0.32611111111111113,True,0.7921,0.022444444444444444,15,2,7.850884437561035,5.7945990562438965,0.004838372115045786,0.006509462837129831,0.9999911189079285,0.30753666162490845,-0.20449210703372955,38.05134201049805,1.0617384910583496,0.5956339836120605,0.764811635017395,-0.2467564046382904,-0.19217345118522644,0.9690775871276855,0.005723623968108397,0.6707542538642883,-0.2705507278442383,4.8951826095581055,1.039541244506836,1.4181146621704102,1.6727734804153442,-0.12320874631404877,-0.10445122420787811,0.9923804402351379,0.03244413962989326,0.46315452456474304,-0.2976875901222229,13.470714569091797,1.0362244844436646,2.425063133239746,2.0256874561309814,-0.05037855729460716,-0.060308896005153656,0.9987307786941528,0.09487982429979565,0.42040184140205383,-0.25567251443862915,16.57892417907715,1.0469892024993896,4.766451835632324,3.0954713821411133,0.0008676950237713754,0.0013355080736801028,1.0000009536743164,0.36664183033067427,0.35485389828681946,-0.23371078073978424,21.09972381591797,1.0754753351211548,4.515471935272217,3.413954257965088,-0.05889753997325897,-0.07767727971076965,0.9981383681297302,0.3302803328343911,0.32994821667671204,-0.24115660786628723,21.47212791442871,1.0702112913131714,3.246487617492676,2.2478227615356445,0.24219346046447754,0.34979549050331116,0.9702277183532715,0.17003554732642084,-0.0491953082382679,0.09241052716970444,8.505873680114746,1.0368871688842773
