exp_id,method,alpha,n,BA,BA_std,ASR,ASR_std,cfASR,dASR,gap,BPR,ASR_ci95_half
cifar10_dirichlet,short_retrain,0.75,5,0.67,0.005778408085277486,0.8663333333333334,0.05171043546328411,0.5013777777777777,0.056533333333333366,0.3649555555555556,0.8688278514097696,0.0642069860461992
cifar10_dirichlet,short_retrain,1.0,5,0.66734,0.004205115931814472,0.8530888888888889,0.05391530852946276,0.0306222222222222,0.06977777777777786,0.8224666666666666,0.921112083352606,0.06694469755308234
cifar10_iid,cf_sameinit,0.25,5,0.68574,0.004087542048713397,0.8796888888888889,0.008662890915413047,0.8796888888888889,0.03208888888888881,0.0,,0.010756399770034845
cifar10_iid,cf_sameinit,0.5,5,0.68704,0.004542356216766739,0.8048222222222222,0.012627277938975947,0.8048222222222222,0.1069555555555555,0.0,0.0,0.015678836412139092
cifar10_iid,cf_sameinit,0.75,5,0.68532,0.001937008002048527,0.6007111111111112,0.023659179827784774,0.6007111111111112,0.3110666666666666,0.0,0.0,0.029376751819189136
cifar10_iid,cf_sameinit,1.0,5,0.68776,0.004054996917384795,0.02126666666666662,0.0021710781300804493,0.02126666666666662,0.8905111111111111,0.0,0.0,0.002695749551408448
cifar10_iid,federaser,0.25,5,0.40438,0.035692534233365936,0.5731555555555555,0.17836374956950707,0.8796888888888889,0.33862222222222216,-0.3065333333333333,,0.22146784642508946
cifar10_iid,federaser,0.5,5,0.42110000000000003,0.042929418817403045,0.35086666666666666,0.17968577511249403,0.8048222222222222,0.5609111111111111,-0.45395555555555556,-4.188833931611538,0.2231093579465222
cifar10_iid,federaser,0.75,5,0.43732,0.032775936294787984,0.20897777777777776,0.12164810614388975,0.6007111111111112,0.7028,-0.3917333333333334,-1.2569915611695646,0.1510460738485383
cifar10_iid,federaser,1.0,5,0.44408000000000003,0.024747060431493693,0.05799999999999998,0.017046957659127896,0.02126666666666662,0.8537777777777776,0.03673333333333336,0.041236351184730444,0.021166593604243063
cifar10_iid,fine_pruning,0.25,5,0.68458,0.002108791122894803,0.8836222222222222,0.010835071085696618,0.8796888888888889,0.02815555555555547,0.003933333333333344,,0.013453517685088118
cifar10_iid,fine_pruning,0.5,5,0.68536,0.004234146903450591,0.8635333333333334,0.010750653152710107,0.8048222222222222,0.04824444444444438,0.05871111111111112,0.5473283296409776,0.013348698976895989
cifar10_iid,fine_pruning,0.75,5,0.68536,0.0012621410380777756,0.8229333333333333,0.022557553277705936,0.6007111111111112,0.08884444444444439,0.22222222222222218,0.7166510282267384,0.028008901792490867
cifar10_iid,fine_pruning,1.0,5,0.68474,0.0019007893097342853,0.6930888888888889,0.14113738600525047,0.02126666666666662,0.2186888888888888,0.6718222222222223,0.7545560072465463,0.17524521100330762
cifar10_iid,full_retrain,0.25,5,0.6845,0.007015340333868352,0.8827555555555555,0.01134079275213661,0.8796888888888889,0.029022222222222126,0.003066666666666684,,0.014081454071418196
cifar10_iid,full_retrain,0.5,5,0.68304,0.005260988500272556,0.8188666666666666,0.01220867936559282,0.8048222222222222,0.09291111111111103,0.01404444444444446,0.12432393989697348,0.015159077633869783
cifar10_iid,full_retrain,0.75,5,0.6851,0.007478970517390749,0.6097111111111111,0.047250357631411624,0.6007111111111112,0.3020666666666666,0.008999999999999963,0.0299481171248059,0.058669067973176406
cifar10_iid,full_retrain,1.0,5,0.68582,0.009000388880487315,0.02295555555555554,0.001462705087445692,0.02126666666666662,0.8888222222222222,0.0016888888888889197,0.0018898351468742067,0.001816188247070808
